Customer ID,Date of Purchase,Purchase Value
10488,2024-04-06 12:19:58.580611,1095.68
11561,2023-08-04 12:19:58.580611,691.17
10046,2024-03-30 12:19:58.580611,788.66
10777,2022-11-26 12:19:58.580611,375.17
11039,2024-01-08 12:19:58.580611,978.89
10710,2022-07-22 12:19:58.580611,791.66
10400,2024-04-01 12:19:58.580611,648.9
11817,2022-03-08 12:19:58.580611,156.72
10249,2024-09-22 12:19:58.580611,1106.69
10390,2024-06-06 12:19:58.580611,773.15
10334,2024-02-26 12:19:58.580611,303.89
10628,2024-05-25 12:19:58.580611,763.09
10136,2022-08-04 12:19:58.580611,841.98
11521,2023-05-01 12:19:58.580611,673.61
10826,2023-07-03 12:19:58.580611,887.09
10726,2023-04-01 12:19:58.580611,735.41
11500,2022-07-17 12:19:58.580611,1142.02
10989,2022-11-14 12:19:58.580611,149.6
12419,2023-07-09 12:19:58.580611,207.93
10934,2024-06-23 12:19:58.580611,282.78
10401,2023-11-07 12:19:58.580611,856.09
11466,2024-03-14 12:19:58.580611,806.61
10614,2024-03-11 12:19:58.580611,1080.19
11296,2024-06-11 12:19:58.580611,903.49
11182,2022-10-06 12:19:58.580611,654.27
12235,2022-12-06 12:19:58.580611,1190.93
11121,2025-01-07 12:19:58.580611,385.38
10130,2023-10-29 12:19:58.580611,1014.84
11194,2022-03-13 12:19:58.580611,563.74
10182,2024-01-02 12:19:58.580611,810.1
10363,2025-02-04 12:19:58.580611,897.27
10038,2024-02-24 12:19:58.580611,793.47
11372,2022-06-09 12:19:58.580611,245.96
10920,2024-09-12 12:19:58.580611,581.68
10015,2022-12-20 12:19:58.580611,713.2
10492,2022-12-31 12:19:58.580611,1032.44
11449,2024-07-30 12:19:58.580611,582.45
11131,2023-02-05 12:19:58.580611,1109.81
10310,2023-02-07 12:19:58.580611,578.82
10738,2024-04-10 12:19:58.580611,699.15
10545,2024-06-29 12:19:58.580611,973.88
10250,2022-06-18 12:19:58.580611,737.21
10758,2025-01-19 12:19:58.580611,1155.84
11804,2023-01-30 12:19:58.580611,822.97
11297,2024-10-01 12:19:58.580611,670.21
11631,2024-01-10 12:19:58.580611,116.19
11914,2024-12-06 12:19:58.580611,549.24
10813,2023-05-12 12:19:58.580611,422.17
10028,2024-12-16 12:19:58.580611,920.4
10957,2022-09-13 12:19:58.580611,321.19
12032,2023-01-19 12:19:58.580611,317.79
10476,2023-08-27 12:19:58.580611,300.37
10317,2024-06-03 12:19:58.580611,229.43
10244,2023-09-23 12:19:58.580611,435.22
10747,2023-03-12 12:19:58.580611,1073.37
10696,2022-06-19 12:19:58.580611,950.17
10271,2022-12-23 12:19:58.580611,906.13
11771,2023-03-22 12:19:58.580611,975.04
11262,2022-09-09 12:19:58.580611,389.05
12424,2022-08-30 12:19:58.580611,1075.06
10265,2025-01-04 12:19:58.580611,242.41
10920,2023-10-28 12:19:58.580611,463.34
10339,2024-04-02 12:19:58.580611,741.29
10388,2024-06-18 12:19:58.580611,204.22
12050,2022-12-19 12:19:58.580611,900.44
11165,2023-11-27 12:19:58.580611,519.84
10375,2023-08-06 12:19:58.580611,960.69
12033,2023-11-19 12:19:58.580611,637.11
12371,2022-09-22 12:19:58.580611,290.77
10145,2023-11-05 12:19:58.580611,905.59
11981,2023-07-25 12:19:58.580611,369.88
10292,2023-01-04 12:19:58.580611,634.8
10431,2022-09-04 12:19:58.580611,173.84
10704,2024-08-20 12:19:58.580611,775.83
11998,2024-04-16 12:19:58.580611,829.1
10398,2024-04-15 12:19:58.580611,510.33
10963,2024-08-02 12:19:58.580611,1149.41
12234,2023-07-11 12:19:58.580611,1060.33
12041,2022-03-29 12:19:58.580611,875.81
11828,2023-12-28 12:19:58.580611,882.15
12108,2024-09-14 12:19:58.580611,370.17
10938,2022-10-20 12:19:58.580611,819.06
10709,2023-03-02 12:19:58.580611,310.01
10806,2022-06-03 12:19:58.580611,249.84
11463,2024-01-30 12:19:58.580611,1199.41
11325,2024-07-23 12:19:58.580611,780.84
10010,2024-10-07 12:19:58.580611,568.4
11085,2024-06-05 12:19:58.580611,409.86
11868,2023-04-01 12:19:58.580611,760.35
12273,2024-06-02 12:19:58.580611,145.05
10771,2024-01-12 12:19:58.580611,195.1
11594,2024-04-07 12:19:58.580611,126.47
11607,2022-09-09 12:19:58.580611,644.08
11333,2022-04-05 12:19:58.580611,756.67
10884,2022-11-24 12:19:58.580611,159.35
11389,2023-12-03 12:19:58.580611,890.56
10225,2023-10-09 12:19:58.580611,345.74
10824,2023-02-02 12:19:58.580611,850.57
12265,2024-07-26 12:19:58.580611,1179.91
10936,2022-11-19 12:19:58.580611,857.13
12306,2023-03-22 12:19:58.580611,1070.34
11911,2024-10-09 12:19:58.580611,1142.5
11796,2024-05-19 12:19:58.580611,630.29
10053,2024-08-16 12:19:58.580611,869.58
10726,2023-03-13 12:19:58.580611,1035.69
11544,2023-02-05 12:19:58.580611,485.84
11043,2024-06-27 12:19:58.580611,380.15
11913,2023-02-22 12:19:58.580611,1140.72
11776,2024-09-18 12:19:58.580611,896.2
11596,2025-01-09 12:19:58.580611,333.85
11914,2024-08-02 12:19:58.580611,588.48
10849,2022-07-02 12:19:58.580611,974.06
12109,2022-04-22 12:19:58.580611,697.24
12263,2025-01-24 12:19:58.580611,811.45
10002,2022-08-24 12:19:58.580611,926.68
10159,2024-01-19 12:19:58.580611,780.43
10780,2023-03-28 12:19:58.580611,689.49
10892,2025-01-30 12:19:58.580611,922.07
12030,2022-12-09 12:19:58.580611,897.59
12376,2022-10-15 12:19:58.580611,789.16
10579,2022-10-09 12:19:58.580611,489.37
11933,2024-11-20 12:19:58.580611,540.45
11380,2022-07-24 12:19:58.580611,1167.19
11290,2023-11-04 12:19:58.580611,214.75
11640,2024-03-04 12:19:58.580611,388.04
10951,2022-05-13 12:19:58.580611,636.57
10987,2023-05-14 12:19:58.580611,1018.77
11218,2024-01-13 12:19:58.580611,271.68
10920,2022-03-23 12:19:58.580611,397.42
11355,2025-01-15 12:19:58.580611,163.04
10169,2023-04-17 12:19:58.580611,873.64
10520,2024-10-30 12:19:58.580611,354.41
11486,2023-05-10 12:19:58.580611,521.43
10039,2024-10-23 12:19:58.580611,582.51
11560,2024-06-10 12:19:58.580611,1079.36
11418,2023-09-07 12:19:58.580611,546.58
10954,2022-06-06 12:19:58.580611,251.2
10983,2023-12-24 12:19:58.580611,671.99
10974,2024-06-01 12:19:58.580611,1158.88
10037,2022-07-15 12:19:58.580611,764.53
12375,2022-04-15 12:19:58.580611,1181.56
11274,2024-12-14 12:19:58.580611,1023.63
11199,2024-09-19 12:19:58.580611,129.92
11625,2023-04-17 12:19:58.580611,820.82
10913,2023-12-22 12:19:58.580611,408.31
10453,2023-09-21 12:19:58.580611,711.17
10036,2024-02-29 12:19:58.580611,400.07
11711,2023-02-20 12:19:58.580611,477.25
10795,2024-06-01 12:19:58.580611,1114.72
10972,2024-08-12 12:19:58.580611,319.37
10592,2023-11-26 12:19:58.580611,1060.26
11137,2022-06-11 12:19:58.580611,123.81
11324,2024-05-18 12:19:58.580611,190.87
12271,2024-01-06 12:19:58.580611,1038.69
10317,2022-05-10 12:19:58.580611,789.92
12396,2024-12-02 12:19:58.580611,919.43
12162,2022-11-24 12:19:58.580611,322.45
11346,2022-12-13 12:19:58.580611,686.16
11591,2024-04-23 12:19:58.580611,908.31
11889,2024-02-18 12:19:58.580611,786.32
12087,2022-12-05 12:19:58.580611,613.59
11996,2022-09-29 12:19:58.580611,1155.36
11772,2023-12-06 12:19:58.580611,840.53
11312,2024-02-05 12:19:58.580611,1097.6
11285,2024-05-08 12:19:58.580611,900.05
10215,2024-04-15 12:19:58.580611,906.36
12383,2024-03-07 12:19:58.580611,178.82
12139,2022-09-12 12:19:58.580611,489.01
12400,2024-06-14 12:19:58.580611,1042.79
11704,2022-03-05 12:19:58.580611,348.19
10362,2023-02-08 12:19:58.580611,218.21
11716,2022-03-09 12:19:58.580611,451.98
11193,2022-04-14 12:19:58.580611,334.69
10355,2022-03-18 12:19:58.580611,1117.07
10190,2023-09-21 12:19:58.580611,1053.44
10699,2022-05-27 12:19:58.580611,644.65
12054,2024-01-20 12:19:58.580611,158.09
12180,2023-01-01 12:19:58.580611,883.16
10556,2024-11-10 12:19:58.580611,781.99
10825,2023-07-28 12:19:58.580611,1167.32
11054,2022-12-04 12:19:58.580611,710.44
10425,2022-03-17 12:19:58.580611,463.4
12410,2022-06-09 12:19:58.580611,666.11
11574,2022-04-10 12:19:58.580611,1176.98
12129,2023-03-27 12:19:58.580611,862.96
12403,2022-11-14 12:19:58.580611,835.89
10588,2022-11-16 12:19:58.580611,357.16
12012,2024-04-08 12:19:58.580611,915.4
11547,2022-07-02 12:19:58.580611,922.8
10294,2024-02-19 12:19:58.580611,442.19
11985,2022-04-27 12:19:58.580611,626.92
11247,2022-06-22 12:19:58.580611,417.01
11548,2022-06-10 12:19:58.580611,377.16
11690,2024-02-09 12:19:58.580611,118.74
11136,2023-01-06 12:19:58.580611,406.59
11256,2024-09-28 12:19:58.580611,704.91
12064,2024-04-05 12:19:58.580611,91.78
10359,2023-03-31 12:19:58.580611,404.37
10699,2024-11-18 12:19:58.580611,1068.37
10447,2024-11-26 12:19:58.580611,748.95
12412,2024-07-24 12:19:58.580611,764.73
10674,2022-12-10 12:19:58.580611,537.73
11007,2024-11-27 12:19:58.580611,840.88
11349,2023-12-02 12:19:58.580611,300.83
10585,2023-11-14 12:19:58.580611,998.81
11256,2023-03-09 12:19:58.580611,219.52
11247,2024-03-02 12:19:58.580611,818.16
10993,2024-11-29 12:19:58.580611,468.68
11435,2024-10-30 12:19:58.580611,919.74
10571,2024-05-03 12:19:58.580611,700.24
12382,2024-03-25 12:19:58.580611,592.11
11245,2022-03-22 12:19:58.580611,278.06
12084,2023-07-03 12:19:58.580611,796.87
10988,2024-01-13 12:19:58.580611,1171.99
10277,2022-03-22 12:19:58.580611,1006.42
11219,2025-02-05 12:19:58.580611,156.61
11887,2022-10-07 12:19:58.580611,507.61
10483,2024-11-04 12:19:58.580611,1117.4
11265,2022-03-15 12:19:58.580611,648.38
10730,2022-06-09 12:19:58.580611,824.94
12239,2022-04-25 12:19:58.580611,1102.99
11040,2024-08-01 12:19:58.580611,1059.91
10917,2024-03-17 12:19:58.580611,647.02
10885,2023-04-03 12:19:58.580611,575.79
10021,2024-10-31 12:19:58.580611,467.06
10473,2024-10-24 12:19:58.580611,888.11
12257,2022-11-11 12:19:58.580611,408.56
12353,2024-10-07 12:19:58.580611,367.38
10703,2023-09-21 12:19:58.580611,485.44
10686,2023-07-10 12:19:58.580611,286.71
10284,2024-04-19 12:19:58.580611,861.58
10715,2023-05-29 12:19:58.580611,774.03
10762,2024-08-24 12:19:58.580611,626.0
11250,2023-03-31 12:19:58.580611,523.26
10947,2024-01-15 12:19:58.580611,1099.06
12428,2022-04-03 12:19:58.580611,122.33
11030,2024-10-14 12:19:58.580611,943.71
10028,2022-09-27 12:19:58.580611,1091.12
10906,2024-06-07 12:19:58.580611,585.45
12126,2022-08-04 12:19:58.580611,701.27
10569,2023-06-25 12:19:58.580611,1138.35
12006,2023-03-22 12:19:58.580611,325.63
11453,2024-04-20 12:19:58.580611,667.35
10737,2022-06-17 12:19:58.580611,616.94
10515,2022-07-02 12:19:58.580611,376.82
12000,2023-10-09 12:19:58.580611,998.64
10038,2023-08-09 12:19:58.580611,1088.56
10886,2023-08-27 12:19:58.580611,957.95
12204,2025-02-16 12:19:58.580611,306.85
11098,2024-12-17 12:19:58.580611,186.29
11823,2023-07-20 12:19:58.580611,762.04
11710,2022-12-26 12:19:58.580611,153.38
10973,2023-02-26 12:19:58.580611,836.84
11562,2023-11-26 12:19:58.580611,678.77
10988,2022-08-30 12:19:58.580611,825.69
10020,2023-01-08 12:19:58.580611,745.09
12350,2022-07-07 12:19:58.580611,559.2
10868,2022-05-05 12:19:58.580611,312.97
10083,2025-02-25 12:19:58.580611,429.33
11682,2022-09-16 12:19:58.580611,672.2
11976,2023-09-10 12:19:58.580611,813.57
11410,2022-08-20 12:19:58.580611,955.23
11530,2022-04-27 12:19:58.580611,941.56
10569,2022-05-30 12:19:58.580611,1169.68
10933,2022-06-10 12:19:58.580611,407.28
11980,2022-07-07 12:19:58.580611,168.93
11855,2025-01-29 12:19:58.580611,473.68
10792,2024-01-26 12:19:58.580611,915.06
10791,2022-11-08 12:19:58.580611,576.3
11809,2025-02-23 12:19:58.580611,997.75
11294,2024-02-28 12:19:58.580611,699.75
12255,2022-12-15 12:19:58.580611,1122.07
11607,2024-08-26 12:19:58.580611,1142.13
11083,2025-02-09 12:19:58.580611,166.93
10984,2023-11-03 12:19:58.580611,596.62
11680,2024-09-01 12:19:58.580611,766.75
10519,2024-12-10 12:19:58.580611,374.02
10590,2023-11-13 12:19:58.580611,541.86
11050,2024-11-02 12:19:58.580611,842.23
11709,2023-11-24 12:19:58.580611,341.67
12035,2022-08-25 12:19:58.580611,758.2
12246,2023-08-24 12:19:58.580611,864.17
12434,2025-01-13 12:19:58.580611,190.45
10348,2024-09-04 12:19:58.580611,642.26
10959,2024-09-20 12:19:58.580611,382.02
11963,2023-04-27 12:19:58.580611,894.07
10692,2024-09-19 12:19:58.580611,300.41
11559,2025-02-24 12:19:58.580611,1080.38
10377,2024-02-01 12:19:58.580611,568.34
10526,2022-07-06 12:19:58.580611,309.78
12253,2024-05-02 12:19:58.580611,576.2
11259,2025-01-05 12:19:58.580611,543.71
11875,2022-03-28 12:19:58.580611,566.1
11763,2024-02-27 12:19:58.580611,739.97
10520,2023-08-27 12:19:58.580611,668.5
11701,2022-12-16 12:19:58.580611,256.25
11016,2022-12-24 12:19:58.580611,162.79
11013,2022-11-30 12:19:58.580611,899.65
10116,2024-02-07 12:19:58.580611,711.29
12433,2023-11-24 12:19:58.580611,488.49
11367,2023-05-19 12:19:58.580611,987.28
10583,2022-10-18 12:19:58.580611,520.74
10394,2024-08-03 12:19:58.580611,973.52
11087,2023-05-07 12:19:58.580611,429.39
10071,2023-01-01 12:19:58.580611,170.86
10273,2024-02-06 12:19:58.580611,1125.23
12013,2025-02-20 12:19:58.580611,527.95
11343,2024-06-06 12:19:58.580611,969.89
10337,2022-07-14 12:19:58.580611,399.85
11389,2022-03-14 12:19:58.580611,807.47
10606,2023-07-01 12:19:58.580611,1059.38
10165,2022-05-22 12:19:58.580611,136.22
11567,2022-12-26 12:19:58.580611,1012.01
12058,2023-02-07 12:19:58.580611,724.18
11324,2022-10-27 12:19:58.580611,764.29
10728,2024-04-24 12:19:58.580611,670.71
12043,2023-03-13 12:19:58.580611,1060.67
10101,2024-02-11 12:19:58.580611,138.21
11415,2025-02-12 12:19:58.580611,379.74
10778,2022-06-22 12:19:58.580611,1062.1
10213,2022-05-14 12:19:58.580611,925.1
11111,2023-03-08 12:19:58.580611,109.59
11576,2023-04-11 12:19:58.580611,663.88
11695,2024-08-18 12:19:58.580611,677.83
10591,2024-07-13 12:19:58.580611,534.98
11333,2022-09-14 12:19:58.580611,420.11
11109,2023-01-16 12:19:58.580611,846.71
12139,2024-03-23 12:19:58.580611,320.65
10713,2023-05-07 12:19:58.580611,976.83
10935,2024-06-21 12:19:58.580611,981.37
11951,2023-01-30 12:19:58.580611,550.94
10241,2024-12-05 12:19:58.580611,404.74
12043,2024-09-15 12:19:58.580611,405.1
10001,2022-08-09 12:19:58.580611,625.34
12272,2022-03-10 12:19:58.580611,888.73
11768,2022-09-08 12:19:58.580611,488.34
11949,2025-01-23 12:19:58.580611,767.15
12163,2022-10-22 12:19:58.580611,514.56
10917,2022-09-02 12:19:58.580611,428.02
12241,2024-02-11 12:19:58.580611,117.59
10089,2024-05-14 12:19:58.580611,94.34
11709,2024-09-17 12:19:58.580611,342.2
12169,2023-08-06 12:19:58.580611,541.11
10142,2025-02-03 12:19:58.580611,1034.9
10105,2022-04-05 12:19:58.580611,976.32
10886,2025-01-08 12:19:58.580611,386.55
10427,2022-06-16 12:19:58.580611,361.44
11328,2022-03-08 12:19:58.580611,342.33
11895,2022-10-05 12:19:58.580611,466.55
11994,2023-09-15 12:19:58.580611,643.0
10316,2023-02-08 12:19:58.580611,576.92
11986,2024-03-31 12:19:58.580611,332.28
10634,2022-03-21 12:19:58.580611,234.8
11925,2023-12-14 12:19:58.580611,103.96
12056,2024-04-25 12:19:58.580611,260.9
12270,2023-05-17 12:19:58.580611,872.95
11439,2025-03-01 12:19:58.580611,360.44
10552,2023-10-19 12:19:58.580611,610.15
10715,2024-09-01 12:19:58.580611,746.34
11287,2022-04-19 12:19:58.580611,1074.39
11713,2022-11-20 12:19:58.580611,1076.63
11883,2022-07-06 12:19:58.580611,917.76
11107,2024-02-18 12:19:58.580611,129.02
11341,2023-10-06 12:19:58.580611,728.33
10110,2024-09-18 12:19:58.580611,963.11
10250,2022-11-16 12:19:58.580611,109.19
12430,2023-07-13 12:19:58.580611,700.15
12054,2024-07-27 12:19:58.580611,1042.12
10458,2025-01-07 12:19:58.580611,616.25
11107,2023-04-07 12:19:58.580611,94.56
10207,2025-02-26 12:19:58.580611,102.22
10899,2025-01-01 12:19:58.580611,552.47
10021,2022-04-03 12:19:58.580611,262.06
10409,2023-05-24 12:19:58.580611,827.54
10894,2022-12-28 12:19:58.580611,876.77
10514,2023-03-13 12:19:58.580611,287.45
10808,2023-11-16 12:19:58.580611,1076.27
10873,2023-07-11 12:19:58.580611,580.52
10013,2024-01-29 12:19:58.580611,248.56
10970,2025-01-20 12:19:58.580611,938.32
12134,2022-12-24 12:19:58.580611,966.87
11560,2022-05-05 12:19:58.580611,799.62
11324,2024-12-13 12:19:58.580611,1037.35
11266,2023-05-24 12:19:58.580611,908.48
12169,2023-12-18 12:19:58.580611,1069.25
10749,2024-08-17 12:19:58.580611,571.62
10684,2023-08-26 12:19:58.580611,919.83
11927,2022-12-23 12:19:58.580611,1199.72
12356,2023-10-23 12:19:58.580611,894.67
10694,2024-10-23 12:19:58.580611,216.74
12335,2023-04-19 12:19:58.580611,665.33
10306,2022-06-19 12:19:58.580611,741.96
11989,2023-07-07 12:19:58.580611,283.37
10661,2024-06-20 12:19:58.580611,1158.81
10548,2022-09-26 12:19:58.580611,284.89
10311,2022-05-21 12:19:58.580611,287.09
11082,2022-09-26 12:19:58.580611,1105.84
11737,2024-06-05 12:19:58.580611,606.38
10754,2022-04-23 12:19:58.580611,160.14
10034,2022-09-29 12:19:58.580611,753.99
10444,2022-04-03 12:19:58.580611,758.03
12140,2024-03-31 12:19:58.580611,161.6
11982,2023-02-22 12:19:58.580611,1169.5
11230,2025-02-18 12:19:58.580611,693.87
10352,2024-03-06 12:19:58.580611,711.37
10902,2022-03-29 12:19:58.580611,667.33
11355,2023-01-12 12:19:58.580611,767.91
11748,2023-05-03 12:19:58.580611,383.37
10158,2022-10-15 12:19:58.580611,408.84
11977,2022-03-07 12:19:58.580611,657.59
10956,2024-07-29 12:19:58.580611,985.42
12071,2024-01-23 12:19:58.580611,145.35
10403,2022-09-19 12:19:58.580611,759.78
10515,2022-11-05 12:19:58.580611,985.52
11387,2024-07-02 12:19:58.580611,264.18
10955,2024-01-31 12:19:58.580611,106.68
12199,2022-03-20 12:19:58.580611,437.11
11712,2024-10-10 12:19:58.580611,742.84
10607,2024-12-20 12:19:58.580611,243.49
11273,2022-12-30 12:19:58.580611,563.0
11535,2023-06-15 12:19:58.580611,703.08
12382,2024-06-15 12:19:58.580611,754.76
11441,2023-04-04 12:19:58.580611,394.6
11797,2024-04-11 12:19:58.580611,534.03
10294,2022-06-20 12:19:58.580611,953.96
10754,2023-08-13 12:19:58.580611,1134.75
11394,2024-11-04 12:19:58.580611,1046.69
10185,2024-03-25 12:19:58.580611,716.35
11269,2022-12-03 12:19:58.580611,545.43
10636,2023-04-08 12:19:58.580611,459.58
11291,2022-04-06 12:19:58.580611,228.7
10529,2024-07-15 12:19:58.580611,208.27
12068,2023-08-03 12:19:58.580611,854.08
10793,2024-04-02 12:19:58.580611,378.37
12147,2023-08-14 12:19:58.580611,372.67
10477,2024-09-06 12:19:58.580611,1198.0
11622,2022-10-27 12:19:58.580611,298.6
10939,2024-10-28 12:19:58.580611,254.35
10525,2024-10-11 12:19:58.580611,199.54
12381,2024-09-23 12:19:58.580611,733.58
10001,2024-11-15 12:19:58.580611,786.93
10374,2023-10-25 12:19:58.580611,495.4
12340,2024-04-05 12:19:58.580611,684.31
10552,2023-05-24 12:19:58.580611,965.12
12365,2023-10-17 12:19:58.580611,998.1
11525,2024-01-21 12:19:58.580611,1153.28
11851,2023-08-19 12:19:58.580611,1004.94
10380,2024-11-03 12:19:58.580611,716.97
11646,2022-04-08 12:19:58.580611,289.42
10013,2024-10-24 12:19:58.580611,200.74
10503,2024-11-28 12:19:58.580611,150.51
12278,2024-12-18 12:19:58.580611,829.84
12008,2023-07-07 12:19:58.580611,986.37
10129,2023-10-04 12:19:58.580611,654.64
10837,2022-11-29 12:19:58.580611,150.73
12040,2024-03-04 12:19:58.580611,684.37
10027,2023-06-22 12:19:58.580611,1128.68
12113,2023-02-22 12:19:58.580611,753.35
11252,2023-04-27 12:19:58.580611,988.46
10260,2024-04-26 12:19:58.580611,978.17
12046,2023-05-21 12:19:58.580611,1124.66
11472,2023-09-18 12:19:58.580611,944.95
11447,2024-05-29 12:19:58.580611,919.95
10459,2024-03-26 12:19:58.580611,349.85
10300,2022-03-05 12:19:58.580611,156.52
12334,2022-05-21 12:19:58.580611,664.54
10629,2025-01-09 12:19:58.580611,228.12
10269,2022-11-21 12:19:58.580611,1158.04
11993,2024-01-13 12:19:58.580611,411.82
11628,2022-05-07 12:19:58.580611,1036.77
11801,2023-09-26 12:19:58.580611,520.26
10861,2022-06-14 12:19:58.580611,448.75
11280,2024-03-29 12:19:58.580611,1128.03
12180,2022-04-10 12:19:58.580611,493.29
11799,2023-01-29 12:19:58.580611,523.22
11706,2024-02-05 12:19:58.580611,207.76
12360,2024-11-05 12:19:58.580611,834.2
10575,2023-04-09 12:19:58.580611,410.61
12003,2023-09-26 12:19:58.580611,740.02
11307,2024-05-26 12:19:58.580611,746.4
11956,2023-11-11 12:19:58.580611,888.31
12020,2024-09-16 12:19:58.580611,917.22
12212,2023-03-20 12:19:58.580611,661.04
12352,2023-11-28 12:19:58.580611,457.4
11655,2024-11-12 12:19:58.580611,1019.57
11579,2024-05-28 12:19:58.580611,433.95
11847,2022-11-21 12:19:58.580611,653.34
12203,2023-09-11 12:19:58.580611,535.39
11390,2024-09-04 12:19:58.580611,1039.14
11742,2024-08-21 12:19:58.580611,569.43
11925,2022-10-29 12:19:58.580611,518.57
10619,2022-05-30 12:19:58.580611,855.7
11274,2024-01-02 12:19:58.580611,758.71
10956,2022-03-17 12:19:58.580611,209.04
11939,2023-09-26 12:19:58.580611,654.07
12381,2025-01-10 12:19:58.580611,906.38
10968,2024-11-17 12:19:58.580611,1191.2
11316,2024-05-08 12:19:58.580611,788.35
11043,2022-12-28 12:19:58.580611,501.03
10281,2022-06-13 12:19:58.580611,341.03
12166,2022-06-01 12:19:58.580611,1058.84
11058,2024-02-04 12:19:58.580611,994.17
10197,2022-11-13 12:19:58.580611,349.65
11082,2023-07-14 12:19:58.580611,312.7
11184,2024-10-09 12:19:58.580611,883.8
11008,2023-06-07 12:19:58.580611,439.6
11229,2024-01-01 12:19:58.580611,430.1
11035,2024-03-27 12:19:58.580611,259.04
10489,2023-05-04 12:19:58.580611,383.01
10275,2022-10-18 12:19:58.580611,564.53
12289,2025-02-02 12:19:58.580611,903.45
11239,2024-12-29 12:19:58.580611,463.3
11274,2022-09-05 12:19:58.580611,454.75
10125,2024-11-13 12:19:58.580611,406.25
10216,2022-06-23 12:19:58.580611,620.89
11208,2023-10-17 12:19:58.580611,290.51
11246,2023-03-15 12:19:58.580611,629.05
10918,2023-08-24 12:19:58.580611,871.63
11317,2024-10-26 12:19:58.580611,123.07
12198,2022-08-18 12:19:58.580611,100.86
12431,2024-11-19 12:19:58.580611,173.39
11661,2024-11-28 12:19:58.580611,684.58
10307,2023-04-18 12:19:58.580611,1038.45
11359,2022-08-21 12:19:58.580611,95.42
11969,2024-09-02 12:19:58.580611,1129.69
10891,2024-06-25 12:19:58.580611,207.97
10374,2023-05-27 12:19:58.580611,1024.6
12033,2023-11-19 12:19:58.580611,625.97
11364,2024-08-03 12:19:58.580611,821.89
10128,2022-08-04 12:19:58.580611,656.86
11014,2022-04-24 12:19:58.580611,619.52
11799,2024-08-20 12:19:58.580611,1016.74
11381,2022-11-28 12:19:58.580611,929.03
10516,2022-06-12 12:19:58.580611,626.58
11518,2025-01-24 12:19:58.580611,213.92
10085,2022-08-09 12:19:58.580611,218.1
11198,2022-07-27 12:19:58.580611,979.71
12358,2022-04-16 12:19:58.580611,677.62
11142,2025-02-14 12:19:58.580611,624.56
11993,2023-08-01 12:19:58.580611,845.43
12161,2023-03-28 12:19:58.580611,1043.31
10302,2024-10-28 12:19:58.580611,788.05
10587,2022-12-02 12:19:58.580611,936.76
10986,2023-11-26 12:19:58.580611,939.45
11863,2025-01-11 12:19:58.580611,485.45
10344,2024-09-30 12:19:58.580611,394.23
10813,2025-02-20 12:19:58.580611,979.29
11987,2024-09-28 12:19:58.580611,508.67
11310,2024-08-31 12:19:58.580611,1092.7
11999,2022-12-01 12:19:58.580611,167.36
11677,2025-02-24 12:19:58.580611,154.62
11327,2023-05-13 12:19:58.580611,1118.97
11092,2024-05-18 12:19:58.580611,809.78
12408,2023-06-17 12:19:58.580611,511.36
11009,2022-03-18 12:19:58.580611,928.12
10703,2024-01-28 12:19:58.580611,836.28
10574,2025-02-23 12:19:58.580611,679.63
11608,2024-08-12 12:19:58.580611,199.75
11112,2024-03-08 12:19:58.580611,991.52
10687,2022-11-15 12:19:58.580611,1051.29
10488,2022-10-06 12:19:58.580611,281.11
11347,2022-10-30 12:19:58.580611,1034.07
10493,2024-08-01 12:19:58.580611,1064.41
11667,2023-01-23 12:19:58.580611,699.87
11637,2022-12-07 12:19:58.580611,818.36
10018,2024-08-12 12:19:58.580611,514.28
11000,2023-07-24 12:19:58.580611,402.79
10850,2024-07-03 12:19:58.580611,891.4
11388,2022-10-01 12:19:58.580611,1046.68
11354,2023-01-18 12:19:58.580611,816.03
11367,2024-11-25 12:19:58.580611,657.87
10821,2024-11-14 12:19:58.580611,266.41
10454,2024-04-07 12:19:58.580611,149.34
11624,2024-06-04 12:19:58.580611,584.72
10710,2023-06-19 12:19:58.580611,144.78
12190,2024-06-29 12:19:58.580611,721.96
10916,2024-08-09 12:19:58.580611,514.83
11496,2023-07-11 12:19:58.580611,930.48
11440,2023-04-08 12:19:58.580611,429.27
10304,2022-05-13 12:19:58.580611,748.21
10735,2023-07-28 12:19:58.580611,686.83
12338,2023-01-18 12:19:58.580611,95.23
11963,2023-11-23 12:19:58.580611,170.35
12149,2024-06-17 12:19:58.580611,412.31
12009,2024-07-05 12:19:58.580611,1069.28
10961,2024-08-30 12:19:58.580611,253.19
11026,2023-10-05 12:19:58.580611,879.09
12132,2023-01-18 12:19:58.580611,1170.44
12375,2023-03-10 12:19:58.580611,967.53
11473,2024-03-05 12:19:58.580611,359.67
11947,2022-08-18 12:19:58.580611,1098.29
11177,2023-10-05 12:19:58.580611,193.35
10664,2023-07-15 12:19:58.580611,609.64
10011,2022-05-31 12:19:58.580611,1075.17
11156,2022-04-20 12:19:58.580611,801.8
10303,2022-03-23 12:19:58.580611,549.15
11763,2023-02-28 12:19:58.580611,415.02
10042,2023-10-13 12:19:58.580611,506.36
10943,2022-07-24 12:19:58.580611,654.93
12390,2025-01-28 12:19:58.580611,444.14
11349,2022-09-01 12:19:58.580611,1165.55
12411,2022-09-10 12:19:58.580611,1125.72
10890,2022-06-21 12:19:58.580611,1056.45
